0,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
26,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
head,0,21,1,3,16,6,11,0,1,0,2,16,0,0,0,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shouler,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,10,2,1,8,1,14,0,0,0,0,7,0,0,0,0,36,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1
body,0,4,1,0,1,0,5,1,0,0,0,4,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hip,leg,foot",0,7,0,0,5,2,0,3,0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
bag,0,0,1,1,0,1,0,1,1,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
cup,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,17,0,0,4,4,1,2,0,0,0,1,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keyboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,104,2,1,44,9,18,4,0,0,4,26,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-cushion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
28,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,5,0,3,0,0,4,2,5,0,2,5,0,0,2,0,1,0,0,2,0,3,0,0,0,0,1,4,0,0,0,0,0,0
head,0,87,1,14,25,16,12,5,23,3,28,115,1,4,132,36,31,0,1,2,0,5,0,6,0,0,1,2,0,1,0,0,0,7
shouler,0,4,0,0,1,2,3,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,9,0,1,3,2,4,0,3,0,2,6,0,0,16,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,23,1,1,13,4,9,3,1,0,4,3,0,0,18,11,8,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
body,0,17,3,2,4,24,13,2,2,1,9,17,2,1,13,1,6,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1
"hip,leg,foot",0,10,1,5,6,22,19,1,2,1,6,7,1,2,21,5,31,0,0,10,1,3,0,0,0,0,0,5,0,0,0,0,0,1
bag,0,6,1,0,1,2,0,17,4,3,1,15,1,0,9,2,19,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0
cup,0,22,0,2,0,3,8,3,5,0,3,18,0,1,62,3,13,0,1,7,0,1,0,0,0,0,13,2,0,1,0,0,0,4
earphone,0,1,0,0,1,1,1,4,2,0,0,8,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,23,0,1,5,6,5,1,5,0,3,44,1,0,57,20,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
mobilephone,0,120,1,1,4,12,7,14,24,7,56,26,0,5,185,7,38,0,1,11,0,1,0,0,0,0,1,0,0,0,0,0,0,6
overcoat,0,1,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,3,0,0,0,1,3,0,1,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mouse,0,124,3,10,26,12,27,11,64,7,25,186,1,1,37,535,56,0,3,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0
keyboard,0,48,1,2,2,2,3,2,6,0,23,15,1,1,514,8,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
desktop,0,40,1,5,6,6,22,16,9,4,13,40,0,1,59,7,24,1,2,12,0,0,0,0,0,0,0,2,0,0,0,0,0,1
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,1,2,2,3,4,11,6,2,0,3,10,0,1,7,0,15,0,2,2,0,3,0,0,0,0,0,2,0,1,0,0,0,4
chair-cushion,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,3,1,0,3,4,5,1,1,0,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,3,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tissuedispenser,0,3,0,0,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,9
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
29,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,2,1,0,1,2,1,4,0,1,1,6,1,1,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2
head,0,44,2,2,12,7,3,2,7,22,1,42,13,1,78,21,72,3,0,6,0,2,0,0,1,0,0,1,0,0,0,0,0,4
shouler,0,2,0,1,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
arm,0,3,1,2,2,1,0,0,0,0,1,3,0,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,11,0,0,3,0,1,1,0,0,0,2,2,1,27,1,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
body,0,7,0,1,0,5,2,0,0,4,1,6,0,1,7,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"hip,leg,foot",0,2,1,0,1,3,0,1,1,1,2,6,0,0,5,0,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bag,0,6,0,0,3,0,1,9,8,0,0,4,4,2,3,0,5,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1
cup,0,3,2,1,1,1,2,7,22,1,0,4,6,0,22,2,2,1,0,1,1,0,0,0,0,0,9,1,0,0,0,0,0,0
earphone,0,21,1,0,2,2,0,2,2,6,1,4,8,0,18,3,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
glasses,0,4,0,0,0,0,1,0,0,0,0,3,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mobilephone,0,52,1,1,3,5,4,5,4,1,4,12,7,1,99,23,38,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,4
overcoat,0,25,0,0,2,1,3,3,2,5,0,7,2,1,8,4,5,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,5,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,52,2,10,24,7,2,4,24,17,4,98,9,2,30,611,169,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
keyboard,0,28,0,7,1,0,3,1,3,7,1,20,2,1,593,2,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
desktop,0,74,0,4,10,2,6,7,4,9,3,43,11,1,164,34,183,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
desk-drawer,0,0,0,0,2,0,0,0,0,3,0,2,0,0,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,3,0,0,3,3,3,2,1,1,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
chair-cushion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,1,0,0,0,1,2,7,1,0,0,3,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
30,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,0,0,1,4,1,1,2,1,1,1,2,1,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0
head,0,38,0,1,37,3,14,0,1,1,2,56,0,1,12,141,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shouler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,2,0,1,9,4,0,0,0,0,1,0,1,0,1,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,29,0,2,17,6,10,2,1,3,0,3,0,0,2,36,24,0,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,1
body,0,3,0,3,4,3,3,0,0,4,0,4,2,0,2,15,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hip,leg,foot",0,11,0,1,13,3,3,0,1,3,2,5,0,0,2,7,16,0,0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,2
bag,0,0,0,0,2,1,3,10,0,1,0,1,1,0,0,3,15,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4
cup,0,1,0,0,0,0,4,0,6,1,0,2,0,0,1,2,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
earphone,0,3,0,1,3,1,5,2,2,3,0,6,0,1,0,10,0,3,1,5,0,4,0,0,0,0,0,0,0,0,1,0,0,1
glasses,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,62,0,1,2,1,4,1,4,7,1,9,0,0,12,24,14,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,5
overcoat,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pillow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,11,0,2,3,1,2,1,0,0,0,16,0,1,2,22,38,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
keyboard,0,147,0,14,30,13,5,5,1,12,1,30,1,4,25,22,48,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,27,0,5,13,7,15,15,10,7,4,10,0,0,41,59,16,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,3
desk-drawer,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,9,0,1,6,2,6,2,1,4,0,6,0,1,0,9,10,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1
chair-cushion,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,1,0,0,2,1,1,3,0,1,0,3,1,0,0,0,3,0,0,4,0,7,1,0,0,0,0,0,0,0,0,0,0,1
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
34,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,1,0,0,1,1,5,1,3,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0
head,0,235,1,5,43,15,63,1,4,11,22,77,0,1,246,26,119,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,5
shouler,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,4,0,1,1,1,2,0,0,0,0,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hand,0,29,0,1,49,0,22,0,1,1,2,5,0,0,30,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
body,0,11,1,3,1,5,8,0,0,0,1,4,0,0,4,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
"hip,leg,foot",0,61,0,2,18,10,16,0,8,5,4,14,0,0,43,3,24,0,1,13,1,2,0,0,0,0,0,0,0,0,0,0,0,7
bag,0,0,0,0,1,0,1,1,3,1,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
cup,0,7,0,0,0,0,4,4,6,1,0,3,0,0,7,3,6,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0
earphone,0,11,2,0,2,1,6,0,0,7,0,13,0,1,24,4,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
glasses,0,22,0,0,3,2,2,0,0,3,3,4,0,0,41,5,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,90,0,0,2,1,13,2,4,9,4,10,0,2,57,8,25,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2
overcoat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,243,1,4,24,4,33,1,5,25,43,68,0,0,98,606,133,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keyboard,0,41,0,1,7,1,2,0,3,2,5,8,0,0,596,14,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,115,0,0,13,1,26,2,7,8,7,19,0,0,128,33,43,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0
desk-drawer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,15,0,1,2,2,27,1,3,10,1,5,1,0,19,1,13,0,1,9,0,1,0,0,0,0,0,2,0,0,0,0,0,5
chair-cushion,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,3,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
35,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,1,0,3,4,2,10,3,1,0,0,11,0,0,7,6,2,1,0,6,0,5,0,0,2,0,0,0,0,0,1,0,0,0
head,0,33,1,4,14,9,14,3,1,0,9,46,0,0,98,65,24,0,1,16,0,2,0,2,0,0,0,0,0,0,0,0,0,4
shouler,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,2,0,1,1,6,5,0,1,0,1,1,0,0,2,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hand,0,7,0,2,6,5,9,2,1,0,0,6,0,0,20,13,21,2,1,4,0,0,0,4,0,0,0,0,0,0,4,0,0,1
body,0,7,0,2,2,6,9,0,0,0,1,10,0,0,10,7,4,0,1,9,0,4,0,2,0,0,0,0,0,0,0,0,0,1
"hip,leg,foot",0,11,0,5,7,11,9,3,1,0,0,52,0,0,19,8,15,3,1,14,0,5,0,7,1,0,0,0,0,0,0,0,0,13
bag,0,3,0,0,1,0,7,10,4,0,0,3,1,0,15,4,12,4,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,4
